"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","old_attribute","Benthic attribute *"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Coralline algae",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Dead Coral with Algae",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Diploastrea","Diploastrea"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Echinopora","Echinopora"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Favia","Favia"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Goniastrea","Goniastrea"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Merulina","Merulina"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Other animals",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Platygyra","Platygyra"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Porites","Porites"
NA,"Iniban","Reserve",2022,4,6,NA,3,"Rubble",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Sand",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Silt",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Sponge",NA
NA,"Iniban","Reserve",2022,4,6,NA,3,"Tape, wand, block",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Dead Coral with Algae",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Porites","Porites"
NA,"Iniban","Reserve",2022,4,6,NA,4,"Rubble",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Sand",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Silt",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Soft coral",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Sponge",NA
NA,"Iniban","Reserve",2022,4,6,NA,4,"Tape, wand, block",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Algal Assemblage",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Coralline algae",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Dead Coral with Algae",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Diploastrea","Diploastrea"
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Rubble",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Sand",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Silt",NA
NA,"Iniban","Managed Access",2022,4,5,NA,1,"Tape, wand, block",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Algal Assemblage",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Ascidian",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Coralline algae",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Dead Coral with Algae",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Diploastrea","Diploastrea"
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Macroalgae",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Padina","Padina"
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Rubble",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Sand",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Silt",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Sponge",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Tape, wand, block",NA
NA,"Iniban","Managed Access",2022,4,5,NA,2,"Turbinaria-coral","Turbinaria"
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Dead Coral with Algae",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Porites","Porites"
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Rubble",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Sand",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Silt",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Soft coral",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Sponge",NA
NA,"Iniban","Managed Access",2022,4,6,NA,3,"Tape, wand, block",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Algal Assemblage",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Coralline algae",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Dead Coral with Algae",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Dead coral",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Diploastrea","Diploastrea"
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Favia","Favia"
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Macroalgae",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Padina","Padina"
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Pocillopora","Pocillopora"
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Porites","Porites"
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Rubble",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Sand",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Silt",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Sponge",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Tape, wand, block",NA
NA,"Iniban","Managed Access",2022,4,6,NA,4,"Tubipora","Tubipora"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Coralline algae",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Cyphastrea","Cyphastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Dead Coral with Algae",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Goniastrea","Goniastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Merulina","Merulina"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Porites","Porites"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Rubble",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Sand",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Scapophyllia","Scapophyllia"
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Silt",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Sponge",NA
NA,"Mantalip","Reserve",2022,4,8,NA,1,"Tape, wand, block",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Coeloseris","Coeloseris"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Cyphastrea","Cyphastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Dead Coral with Algae",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Diploastrea","Diploastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Echinopora","Echinopora"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Goniastrea","Goniastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Platygyra","Platygyra"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Pocillopora","Pocillopora"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Porites","Porites"
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Rubble",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Sand",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Silt",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Sponge",NA
NA,"Mantalip","Reserve",2022,4,8,NA,2,"Tape, wand, block",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Anemone",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Cycloseris","Cycloseris"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Dead Coral with Algae",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Fungia","Fungia"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Goniastrea","Goniastrea"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Heliopora","Heliopora"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Lobophyllia","Lobophyllia"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Montipora","Montipora"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Porites","Porites"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Rubble",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Sponge",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Tape, wand, block",NA
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Tubipora","Tubipora"
NA,"Mantalip","Reserve",2022,4,8,NA,3,"Turbinaria-coral","Turbinaria"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Anemone",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Dead Coral with Algae",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Fungia","Fungia"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Heliopora","Heliopora"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Montipora","Montipora"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Platygyra","Platygyra"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Porites","Porites"
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Rubble",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Sand",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Silt",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Soft coral",NA
NA,"Mantalip","Reserve",2022,4,8,NA,4,"Tape, wand, block",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Cycloseris","Cycloseris"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Cyphastrea","Cyphastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Dead Coral with Algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Favia","Favia"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Lobophyllia","Lobophyllia"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Millepora","Millepora"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Pachyseris","Pachyseris"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Pocillopora","Pocillopora"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Porites","Porites"
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Rubble",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Silt",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Sponge",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Tape, wand, block",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,1,"Turbinaria-coral","Turbinaria"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Acropora","Acropora"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Cyphastrea","Cyphastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Dead Coral with Algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Diploastrea","Diploastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Fungia","Fungia"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Goniastrea","Goniastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Lobophyllia","Lobophyllia"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Pachyseris","Pachyseris"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Pectinia","Pectinia"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Platygyra","Platygyra"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Pocillopora","Pocillopora"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Porites","Porites"
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Rubble",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Sand",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Silt",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Soft coral",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Sponge",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,2,"Tape, wand, block",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Coralline algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Dead Coral with Algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Dead coral",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Diploastrea","Diploastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Favia","Favia"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Favites","Favites"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Fungia","Fungia"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Lobophyllia","Lobophyllia"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Pocillopora","Pocillopora"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Porites","Porites"
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Rubble",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Sand",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Sponge",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,3,"Tape, wand, block",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Anemone",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Astreopora","Astreopora"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Coralline algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Dead Coral with Algae",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Dead coral",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Diploastrea","Diploastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Favia","Favia"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Fungia","Fungia"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Galaxea","Galaxea"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Goniastrea","Goniastrea"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Heliofungia","Heliofungia"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Merulina","Merulina"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Pocillopora","Pocillopora"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Porites","Porites"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Rubble",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Sand",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Soft coral",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Sponge",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Tape, wand, block",NA
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Turbinaria-coral","Turbinaria"
NA,"Mantalip","Managed Access",2022,4,9,NA,4,"Unidentified",NA
NA,"Buluan","Reserve",2022,6,11,NA,1,"Acropora","Acropora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Algal Assemblage",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Algal Assemblage",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Anacropora","Anacropora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Anemone",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Astreopora","Astreopora"
NA,"Buluan","Reserve",2022,6,10,7,1,"Coeloseris","Coeloseris"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Crinoid",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Crinoid",NA
NA,"Buluan","Reserve",2022,6,11,NA,1,"Ctenactis","Ctenactis"
NA,"Buluan","Reserve",2022,6,10,7,1,"Ctenactis","Ctenactis"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Cycloseris","Cycloseris"
NA,"Buluan","Reserve",2022,6,10,7,1,"Cycloseris","Cycloseris"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Dead Coral with Algae",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Dead Coral with Algae",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Dead coral",NA
NA,"Buluan","Reserve",2022,6,11,NA,1,"Echinophyllia","Echinophyllia"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Fungia","Fungia"
NA,"Buluan","Reserve",2022,6,10,7,1,"Fungia","Fungia"
NA,"Buluan","Reserve",2022,6,10,7,1,"Goniopora","Goniopora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Heliopora","Heliopora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Merulina","Merulina"
NA,"Buluan","Reserve",2022,6,10,7,1,"Merulina","Merulina"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Millepora","Millepora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Montipora","Montipora"
NA,"Buluan","Reserve",2022,6,10,7,1,"Montipora","Montipora"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Mycedium","Mycedium"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Pachyseris","Pachyseris"
NA,"Buluan","Reserve",2022,6,10,7,1,"Pachyseris","Pachyseris"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Pavona","Pavona"
NA,"Buluan","Reserve",2022,6,10,7,1,"Pavona","Pavona"
NA,"Buluan","Reserve",2022,6,10,7,1,"Platygyra","Platygyra"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Porites","Porites"
NA,"Buluan","Reserve",2022,6,10,7,1,"Porites","Porites"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Rubble",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Rubble",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Sea urchin",NA
NA,"Buluan","Reserve",2022,6,11,NA,1,"Silt",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Silt",NA
NA,"Buluan","Reserve",2022,6,11,NA,1,"Sponge",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Sponge",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Symphyllia","Symphyllia"
NA,"Buluan","Reserve",2022,6,11,NA,1,"Tape, wand, block",NA
NA,"Buluan","Reserve",2022,6,10,7,1,"Tape, wand, block",NA
NA,"Buluan","Reserve",2022,6,11,7,2,"Acropora","Acropora"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Acropora","Acropora"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Algal Assemblage",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Anacropora","Anacropora"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Anemone",NA
NA,"Buluan","Reserve",2022,6,11,7,2,"Crinoid",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Ctenactis","Ctenactis"
NA,"Buluan","Reserve",2022,6,11,7,2,"Cycloseris","Cycloseris"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Cycloseris","Cycloseris"
NA,"Buluan","Reserve",2022,6,11,7,2,"Dead Coral with Algae",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Dead Coral with Algae",NA
NA,"Buluan","Reserve",2022,6,11,7,2,"Echinopora","Echinopora"
NA,"Buluan","Reserve",2022,6,11,7,2,"Favia","Favia"
NA,"Buluan","Reserve",2022,6,11,7,2,"Fungia","Fungia"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Fungia","Fungia"
NA,"Buluan","Reserve",2022,6,11,7,2,"Galaxea","Galaxea"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Galaxea","Galaxea"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Goniastrea","Goniastrea"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Gorgonian",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Herpolitha","Herpolitha"
NA,"Buluan","Reserve",2022,6,11,7,2,"Leptoseris","Leptoseris"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Merulina","Merulina"
NA,"Buluan","Reserve",2022,6,11,7,2,"Millepora","Millepora"
NA,"Buluan","Reserve",2022,6,11,7,2,"Montipora","Montipora"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Montipora","Montipora"
NA,"Buluan","Reserve",2022,6,11,7,2,"Mycedium","Mycedium"
NA,"Buluan","Reserve",2022,6,11,7,2,"Pachyseris","Pachyseris"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Pachyseris","Pachyseris"
NA,"Buluan","Reserve",2022,6,11,7,2,"Pavona","Pavona"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Pavona","Pavona"
NA,"Buluan","Reserve",2022,6,11,7,2,"Pectinia","Pectinia"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Pectinia","Pectinia"
NA,"Buluan","Reserve",2022,6,11,7,2,"Porites","Porites"
NA,"Buluan","Reserve",2022,6,10,NA,2,"Porites","Porites"
NA,"Buluan","Reserve",2022,6,11,7,2,"Rubble",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Rubble",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Sand",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Seriatopora","Seriatopora"
NA,"Buluan","Reserve",2022,6,11,7,2,"Silt",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Silt",NA
NA,"Buluan","Reserve",2022,6,11,7,2,"Sponge",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Sponge",NA
NA,"Buluan","Reserve",2022,6,11,7,2,"Symphyllia","Symphyllia"
NA,"Buluan","Reserve",2022,6,11,7,2,"Tape, wand, block",NA
NA,"Buluan","Reserve",2022,6,10,NA,2,"Tape, wand, block",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Acropora","Acropora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Algal Assemblage",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Anacropora","Anacropora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Coralline algae",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Ctenactis","Ctenactis"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Cycloseris","Cycloseris"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Cyphastrea","Cyphastrea"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Dead Coral with Algae",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Fungia","Fungia"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Heliopora","Heliopora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Leptoseris","Leptoseris"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Montipora","Montipora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Pachyseris","Pachyseris"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Pavona","Pavona"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Pectinia","Pectinia"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Porites","Porites"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Rubble",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Seriatopora","Seriatopora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Silt",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Soft coral",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Sponge",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Stylophora","Stylophora"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Symphyllia","Symphyllia"
NA,"Buluan","Reserve",2022,6,11,NA,3,"Tape, wand, block",NA
NA,"Buluan","Reserve",2022,6,11,NA,3,"Turbinaria-coral","Turbinaria"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Astreopora","Astreopora"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Cycloseris","Cycloseris"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Dead Coral with Algae",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Dead coral",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Echinophyllia","Echinophyllia"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Echinopora","Echinopora"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Favia","Favia"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Fungia","Fungia"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Galaxea","Galaxea"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Goniastrea","Goniastrea"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Merulina","Merulina"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Montipora","Montipora"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Mycedium","Mycedium"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Pavona","Pavona"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Pectinia","Pectinia"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Plerogyra","Plerogyra"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Porites","Porites"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Rubble",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Sea urchin",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Silt",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Sponge",NA
NA,"Buluan","Managed Access",2022,6,11,7,3,"Stylophora","Stylophora"
NA,"Buluan","Managed Access",2022,6,11,7,3,"Symphyllia","Symphyllia"
